Metric,Value
clock__skew__worst_hold__corner:min_tt_025C_3v30,-0.3136818393820321
clock__skew__worst_setup__corner:min_tt_025C_3v30,0.3160973516850244
timing__hold__ws__corner:min_tt_025C_3v30,1.047976846076122
timing__setup__ws__corner:min_tt_025C_3v30,16.45868199425815
timing__hold__tns__corner:min_tt_025C_3v30,0.0
timing__setup__tns__corner:min_tt_025C_3v30,0.0
timing__hold__wns__corner:min_tt_025C_3v30,0
timing__setup__wns__corner:min_tt_025C_3v30,0.0
timing__hold_vio__count__corner:min_tt_025C_3v30,0
timing__hold_r2r__ws__corner:min_tt_025C_3v30,1.047977
timing__hold_r2r_vio__count__corner:min_tt_025C_3v30,0
timing__setup_vio__count__corner:min_tt_025C_3v30,0
timing__setup_r2r__ws__corner:min_tt_025C_3v30,16.458681
timing__setup_r2r_vio__count__corner:min_tt_025C_3v30,0
timing__unannotated_net__count__corner:min_tt_025C_3v30,32
timing__unannotated_net_filtered__count__corner:min_tt_025C_3v30,0
design__max_slew_violation__count__corner:min_ss_125C_3v00,226
design__max_fanout_violation__count__corner:min_ss_125C_3v00,9
design__max_cap_violation__count__corner:min_ss_125C_3v00,3
clock__skew__worst_hold__corner:min_ss_125C_3v00,-0.37223533642367623
clock__skew__worst_setup__corner:min_ss_125C_3v00,0.3728310821155389
timing__hold__ws__corner:min_ss_125C_3v00,2.3721674185282238
timing__setup__ws__corner:min_ss_125C_3v00,-6.141377358266427
timing__hold__tns__corner:min_ss_125C_3v00,0.0
timing__setup__tns__corner:min_ss_125C_3v00,-38.79903796951749
timing__hold__wns__corner:min_ss_125C_3v00,0
timing__setup__wns__corner:min_ss_125C_3v00,-6.141377358266427
timing__hold_vio__count__corner:min_ss_125C_3v00,0
timing__hold_r2r__ws__corner:min_ss_125C_3v00,2.372167
timing__hold_r2r_vio__count__corner:min_ss_125C_3v00,0
timing__setup_vio__count__corner:min_ss_125C_3v00,13
timing__setup_r2r__ws__corner:min_ss_125C_3v00,-6.141377
timing__setup_r2r_vio__count__corner:min_ss_125C_3v00,13
timing__unannotated_net__count__corner:min_ss_125C_3v00,32
timing__unannotated_net_filtered__count__corner:min_ss_125C_3v00,0
design__max_slew_violation__count__corner:min_ff_n40C_3v60,0
design__max_fanout_violation__count__corner:min_ff_n40C_3v60,9
design__max_cap_violation__count__corner:min_ff_n40C_3v60,2
clock__skew__worst_hold__corner:min_ff_n40C_3v60,-0.2925151037520099
clock__skew__worst_setup__corner:min_ff_n40C_3v60,0.29251765726503876
timing__hold__ws__corner:min_ff_n40C_3v60,0.49170724439417846
timing__setup__ws__corner:min_ff_n40C_3v60,25.965960783146905
timing__hold__tns__corner:min_ff_n40C_3v60,0.0
timing__setup__tns__corner:min_ff_n40C_3v60,0.0
timing__hold__wns__corner:min_ff_n40C_3v60,0
timing__setup__wns__corner:min_ff_n40C_3v60,0.0
timing__hold_vio__count__corner:min_ff_n40C_3v60,0
timing__hold_r2r__ws__corner:min_ff_n40C_3v60,0.491707
timing__hold_r2r_vio__count__corner:min_ff_n40C_3v60,0
timing__setup_vio__count__corner:min_ff_n40C_3v60,0
timing__setup_r2r__ws__corner:min_ff_n40C_3v60,26.028763
timing__setup_r2r_vio__count__corner:min_ff_n40C_3v60,0
timing__unannotated_net__count__corner:min_ff_n40C_3v60,32
timing__unannotated_net_filtered__count__corner:min_ff_n40C_3v60,0
design__max_slew_violation__count__corner:max_tt_025C_3v30,36
design__max_fanout_violation__count__corner:max_tt_025C_3v30,9
design__max_cap_violation__count__corner:max_tt_025C_3v30,11
clock__skew__worst_hold__corner:max_tt_025C_3v30,-0.33285594667110163
clock__skew__worst_setup__corner:max_tt_025C_3v30,0.33536316339852157
timing__hold__ws__corner:max_tt_025C_3v30,1.05553591077537
timing__setup__ws__corner:max_tt_025C_3v30,15.019918178781218
timing__hold__tns__corner:max_tt_025C_3v30,0.0
timing__setup__tns__corner:max_tt_025C_3v30,0.0
timing__hold__wns__corner:max_tt_025C_3v30,0
timing__setup__wns__corner:max_tt_025C_3v30,0.0
timing__hold_vio__count__corner:max_tt_025C_3v30,0
timing__hold_r2r__ws__corner:max_tt_025C_3v30,1.055536
timing__hold_r2r_vio__count__corner:max_tt_025C_3v30,0
timing__setup_vio__count__corner:max_tt_025C_3v30,0
timing__setup_r2r__ws__corner:max_tt_025C_3v30,15.019918
timing__setup_r2r_vio__count__corner:max_tt_025C_3v30,0
timing__unannotated_net__count__corner:max_tt_025C_3v30,32
timing__unannotated_net_filtered__count__corner:max_tt_025C_3v30,0
design__max_slew_violation__count__corner:max_ss_125C_3v00,449
design__max_fanout_violation__count__corner:max_ss_125C_3v00,9
design__max_cap_violation__count__corner:max_ss_125C_3v00,11
clock__skew__worst_hold__corner:max_ss_125C_3v00,-0.4082534148518313
clock__skew__worst_setup__corner:max_ss_125C_3v00,0.4090043697269262
timing__hold__ws__corner:max_ss_125C_3v00,2.38551274375086
timing__setup__ws__corner:max_ss_125C_3v00,-8.947449256977668
timing__hold__tns__corner:max_ss_125C_3v00,0.0
timing__setup__tns__corner:max_ss_125C_3v00,-62.68563090479071
timing__hold__wns__corner:max_ss_125C_3v00,0
timing__setup__wns__corner:max_ss_125C_3v00,-8.947449256977668
timing__hold_vio__count__corner:max_ss_125C_3v00,0
timing__hold_r2r__ws__corner:max_ss_125C_3v00,2.385513
timing__hold_r2r_vio__count__corner:max_ss_125C_3v00,0
timing__setup_vio__count__corner:max_ss_125C_3v00,13
timing__setup_r2r__ws__corner:max_ss_125C_3v00,-8.947450
timing__setup_r2r_vio__count__corner:max_ss_125C_3v00,13
timing__unannotated_net__count__corner:max_ss_125C_3v00,32
timing__unannotated_net_filtered__count__corner:max_ss_125C_3v00,0
design__max_slew_violation__count__corner:max_ff_n40C_3v60,0
design__max_fanout_violation__count__corner:max_ff_n40C_3v60,9
design__max_cap_violation__count__corner:max_ff_n40C_3v60,11
clock__skew__worst_hold__corner:max_ff_n40C_3v60,-0.30460587692133817
clock__skew__worst_setup__corner:max_ff_n40C_3v60,0.3057907069667274
timing__hold__ws__corner:max_ff_n40C_3v60,0.49626748559679873
timing__setup__ws__corner:max_ff_n40C_3v60,25.18385926634906
timing__hold__tns__corner:max_ff_n40C_3v60,0.0
timing__setup__tns__corner:max_ff_n40C_3v60,0.0
timing__hold__wns__corner:max_ff_n40C_3v60,0
timing__setup__wns__corner:max_ff_n40C_3v60,0.0
timing__hold_vio__count__corner:max_ff_n40C_3v60,0
timing__hold_r2r__ws__corner:max_ff_n40C_3v60,0.496267
timing__hold_r2r_vio__count__corner:max_ff_n40C_3v60,0
timing__setup_vio__count__corner:max_ff_n40C_3v60,0
timing__setup_r2r__ws__corner:max_ff_n40C_3v60,25.183859
timing__setup_r2r_vio__count__corner:max_ff_n40C_3v60,0
timing__unannotated_net__count__corner:max_ff_n40C_3v60,32
timing__unannotated_net_filtered__count__corner:max_ff_n40C_3v60,0
timing__unannotated_net__count,32
timing__unannotated_net_filtered__count,0
design_powergrid__voltage__worst__net:VPWR__corner:nom_tt_025C_3v30,3.2998
design_powergrid__drop__average__net:VPWR__corner:nom_tt_025C_3v30,3.29996
design_powergrid__drop__worst__net:VPWR__corner:nom_tt_025C_3v30,0.000197378
design_powergrid__voltage__worst__net:VGND__corner:nom_tt_025C_3v30,0.000187753
design_powergrid__drop__average__net:VGND__corner:nom_tt_025C_3v30,0.000038391
design_powergrid__drop__worst__net:VGND__corner:nom_tt_025C_3v30,0.000187753
design_powergrid__voltage__worst,0.000187753
design_powergrid__voltage__worst__net:VPWR,3.2998
design_powergrid__drop__worst,0.000197378
design_powergrid__drop__worst__net:VPWR,0.000197378
design_powergrid__voltage__worst__net:VGND,0.000187753
design_powergrid__drop__worst__net:VGND,0.000187753
ir__voltage__worst,3.29999999999999982236431605997495353221893310546875
ir__drop__avg,0.00003889999999999999686327301073873741188435815274715423583984375
ir__drop__worst,0.00019699999999999999087361979288601787629886530339717864990234375
magic__drc_error__count,0
magic__illegal_overlap__count,0
design__lvs_device_difference__count,0
design__lvs_net_difference__count,0
design__lvs_property_fail__count,0
design__lvs_error__count,0
design__lvs_unmatched_device__count,0
design__lvs_unmatched_net__count,0
design__lvs_unmatched_pin__count,0
